total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;ignored;world_nr;tick_nr
6;6;0;0;0.0;1;951
6;6;0;0;0.0;1;952
6;6;0;0;0.0;1;953
6;6;0;0;0.0;1;954
6;6;0;0;0.0;1;955
6;6;0;0;0.0;1;956
6;6;0;0;0.0;1;957
6;6;0;0;0.0;1;958
6;6;0;0;0.0;1;959
6;6;0;0;0.0;1;960
6;6;0;0;0.0;1;961
6;6;0;0;0.0;1;962
6;6;0;0;0.0;1;963
6;6;0;0;0.0;1;964
6;7;0;0;0.0;1;965
6;7;0;0;0.0;1;966
6;7;0;0;0.0;1;967
6;7;0;0;0.0;1;968
6;7;0;0;0.0;1;969
6;7;0;0;0.0;1;970
6;7;0;0;0.0;1;971
6;7;0;0;0.0;1;972
6;7;0;0;0.0;1;973
6;7;0;0;0.0;1;974
6;7;0;0;0.0;1;975
6;7;0;0;0.0;1;976
6;7;0;0;0.0;1;977
6;7;0;0;0.0;1;978
6;7;0;0;0.0;1;979
6;7;0;0;0.0;1;980
6;7;0;0;0.0;1;981
6;7;0;0;0.0;1;982
6;7;0;0;0.0;1;983
6;7;0;0;0.0;1;984
6;7;0;0;0.0;1;985
6;7;0;0;0.0;1;986
6;7;0;0;0.0;1;987
6;7;0;0;0.0;1;988
6;7;0;0;0.0;1;989
6;7;0;0;0.0;1;990
6;7;0;0;0.0;1;991
6;7;0;0;0.0;1;992
6;7;0;0;0.0;1;993
6;7;0;0;0.0;1;994
6;7;0;0;0.0;1;995
6;7;0;0;0.0;1;996
6;7;0;0;0.0;1;997
6;7;0;0;0.0;1;998
6;7;0;0;0.0;1;999
6;7;0;0;0.0;1;1000
6;7;0;0;0.0;1;1001
6;7;0;0;0.0;1;1002
6;7;0;0;0.0;1;1003
6;7;0;0;0.0;1;1004
6;7;0;0;0.0;1;1005
6;7;0;0;0.0;1;1006
6;7;0;0;0.0;1;1007
6;7;0;0;0.0;1;1008
6;7;0;0;0.0;1;1009
6;7;0;0;0.0;1;1010
6;7;0;0;0.0;1;1011
6;7;0;0;0.0;1;1012
6;7;0;0;0.0;1;1013
6;7;0;0;0.0;1;1014
6;7;0;0;0.0;1;1015
6;7;0;0;0.0;1;1016
6;7;0;0;0.0;1;1017
6;7;0;0;0.0;1;1018
6;7;0;0;0.0;1;1019
6;7;0;0;0.0;1;1020
6;7;0;0;0.0;1;1021
6;7;0;0;0.0;1;1022
6;7;0;0;0.0;1;1023
6;7;0;0;0.0;1;1024
6;7;0;0;0.0;1;1025
6;7;0;0;0.0;1;1026
6;7;0;0;0.0;1;1027
6;7;0;0;0.0;1;1028
6;7;0;0;0.0;1;1029
6;7;0;0;0.0;1;1030
6;7;0;0;0.0;1;1031
6;7;0;0;0.0;1;1032
6;7;0;0;0.0;1;1033
6;7;0;0;0.0;1;1034
6;7;0;0;0.0;1;1035
6;7;0;0;0.0;1;1036
6;7;0;0;0.0;1;1037
6;7;0;0;0.0;1;1038
6;7;0;0;0.0;1;1039
6;7;0;0;0.0;1;1040
6;7;0;0;0.0;1;1041
6;7;0;0;0.0;1;1042
6;8;0;0;0.0;1;1043
6;8;0;0;0.0;1;1044
6;8;0;0;0.0;1;1045
6;8;0;0;0.0;1;1046
6;8;0;0;0.0;1;1047
6;8;0;0;0.0;1;1048
6;8;0;0;0.0;1;1049
6;8;0;0;0.0;1;1050
6;8;0;0;0.0;1;1051
6;8;0;0;0.0;1;1052
6;8;0;0;0.0;1;1053
6;8;0;0;0.0;1;1054
6;8;0;0;0.0;1;1055
6;8;0;0;0.0;1;1056
6;8;0;0;0.0;1;1057
6;8;0;0;0.0;1;1058
6;8;0;0;0.0;1;1059
6;8;0;0;0.0;1;1060
6;8;0;0;0.0;1;1061
6;8;0;0;0.0;1;1062
6;8;0;0;0.0;1;1063
6;8;0;0;0.0;1;1064
6;8;0;0;0.0;1;1065
6;8;0;0;0.0;1;1066
6;8;0;0;0.0;1;1067
6;8;0;0;0.0;1;1068
6;8;0;0;0.0;1;1069
6;8;0;0;0.0;1;1070
6;8;0;0;0.0;1;1071
6;8;0;0;0.0;1;1072
6;8;0;0;0.0;1;1073
6;8;0;0;0.0;1;1074
6;8;0;0;0.0;1;1075
6;8;0;0;0.0;1;1076
6;8;0;0;0.0;1;1077
6;8;0;0;0.0;1;1078
6;8;0;0;0.0;1;1079
6;8;0;0;0.0;1;1080
6;8;0;0;0.0;1;1081
6;8;0;0;0.0;1;1082
6;8;0;0;0.0;1;1083
6;8;0;0;0.0;1;1084
6;8;0;0;0.0;1;1085
6;8;0;0;0.0;1;1086
6;8;0;0;0.0;1;1087
6;8;0;0;0.0;1;1088
6;8;0;0;0.0;1;1089
6;8;0;0;0.0;1;1090
6;8;0;0;0.0;1;1091
6;8;0;0;0.0;1;1092
6;8;0;0;0.0;1;1093
6;8;0;0;0.0;1;1094
6;8;0;0;0.0;1;1095
6;8;0;0;0.0;1;1096
6;8;0;0;0.0;1;1097
6;8;0;0;0.0;1;1098
6;8;0;0;0.0;1;1099
6;8;0;0;0.0;1;1100
7;8;0;0;0.0;1;1101
7;9;0;0;0.0;1;1102
7;9;0;0;0.0;1;1103
7;9;0;0;0.0;1;1104
7;9;0;0;0.0;1;1105
7;9;0;0;0.0;1;1106
7;9;0;0;0.0;1;1107
7;9;0;0;0.0;1;1108
7;9;0;0;0.0;1;1109
7;9;0;0;0.0;1;1110
7;9;0;0;0.0;1;1111
7;9;0;0;0.0;1;1112
7;9;0;0;0.0;1;1113
7;9;0;0;0.0;1;1114
7;9;0;0;0.0;1;1115
7;9;0;0;0.0;1;1116
7;9;0;0;0.0;1;1117
7;9;0;0;0.0;1;1118
7;9;0;0;0.0;1;1119
7;9;0;0;0.0;1;1120
7;9;0;0;0.0;1;1121
7;9;0;0;0.0;1;1122
7;9;0;0;0.0;1;1123
7;9;0;0;0.0;1;1124
7;9;0;0;0.0;1;1125
7;9;0;0;0.0;1;1126
7;9;0;0;0.0;1;1127
7;9;0;0;0.0;1;1128
7;9;0;0;0.0;1;1129
7;9;0;0;0.0;1;1130
7;9;0;0;0.0;1;1131
7;9;0;0;0.0;1;1132
7;9;0;0;0.0;1;1133
7;9;0;0;0.0;1;1134
7;9;0;0;0.0;1;1135
7;9;0;0;0.0;1;1136
7;9;0;0;0.0;1;1137
7;9;0;0;0.0;1;1138
7;9;0;0;0.0;1;1139
7;9;0;0;0.0;1;1140
7;9;0;0;0.0;1;1141
7;9;0;0;0.0;1;1142
7;9;0;0;0.0;1;1143
7;9;0;0;0.0;1;1144
7;9;0;0;0.0;1;1145
7;9;0;0;0.0;1;1146
7;9;0;0;0.0;1;1147
7;9;0;0;0.0;1;1148
7;9;0;0;0.0;1;1149
7;9;0;0;0.0;1;1150
7;9;0;0;0.0;1;1151
7;9;0;0;0.0;1;1152
7;9;0;0;0.0;1;1153
7;9;0;0;0.0;1;1154
7;9;0;0;0.0;1;1155
7;9;0;0;0.0;1;1156
7;9;0;0;0.0;1;1157
7;9;0;0;0.0;1;1158
7;9;0;0;0.0;1;1159
7;9;0;0;0.0;1;1160
7;9;0;0;0.0;1;1161
7;9;0;0;0.0;1;1162
7;9;0;0;0.0;1;1163
7;9;0;0;0.0;1;1164
7;9;0;0;0.0;1;1165
7;9;0;0;0.0;1;1166
7;9;0;0;0.0;1;1167
7;9;0;0;0.0;1;1168
7;9;0;0;0.0;1;1169
7;9;0;0;0.0;1;1170
7;9;0;0;0.0;1;1171
7;10;0;0;0.0;1;1172
7;10;0;0;0.0;1;1173
7;10;0;0;0.0;1;1174
7;10;0;0;0.0;1;1175
7;10;0;0;0.0;1;1176
7;10;0;0;0.0;1;1177
7;10;0;0;0.0;1;1178
7;10;0;0;0.0;1;1179
7;10;0;0;0.0;1;1180
7;10;0;0;0.0;1;1181
7;10;0;0;0.0;1;1182
7;10;0;0;0.0;1;1183
7;10;0;0;0.0;1;1184
7;10;0;0;0.0;1;1185
7;10;0;0;0.0;1;1186
7;10;0;0;0.0;1;1187
7;10;0;0;0.0;1;1188
7;10;0;0;0.0;1;1189
7;10;0;0;0.0;1;1190
7;10;0;0;0.0;1;1191
7;10;0;0;0.0;1;1192
7;10;0;0;0.0;1;1193
7;10;0;0;0.0;1;1194
7;10;0;0;0.0;1;1195
7;10;0;0;0.0;1;1196
7;10;0;0;0.0;1;1197
7;10;0;0;0.0;1;1198
7;10;0;0;0.0;1;1199
7;10;0;0;0.0;1;1200
7;10;0;0;0.0;1;1201
7;10;0;0;0.0;1;1202
7;10;0;0;0.0;1;1203
7;10;0;0;0.0;1;1204
7;10;0;0;0.0;1;1205
7;10;0;0;0.0;1;1206
7;10;0;0;0.0;1;1207
7;10;0;0;0.0;1;1208
7;10;0;0;0.0;1;1209
7;10;0;0;0.0;1;1210
7;10;0;0;0.0;1;1211
7;10;0;0;0.0;1;1212
8;10;0;0;0.0;1;1213
8;11;0;0;0.0;1;1214
8;11;0;0;0.0;1;1215
8;11;0;0;0.0;1;1216
8;11;0;0;0.0;1;1217
8;11;0;0;0.0;1;1218
8;11;0;0;0.0;1;1219
8;11;0;0;0.0;1;1220
8;11;0;0;0.0;1;1221
8;11;0;0;0.0;1;1222
8;11;0;0;0.0;1;1223
8;11;0;0;0.0;1;1224
8;11;0;0;0.0;1;1225
8;11;0;0;0.0;1;1226
8;11;0;0;0.0;1;1227
8;11;0;0;0.0;1;1228
8;11;0;0;0.0;1;1229
8;11;0;0;0.0;1;1230
8;11;0;0;0.0;1;1231
8;11;0;0;0.0;1;1232
8;11;0;0;0.0;1;1233
8;11;0;0;0.0;1;1234
8;11;0;0;0.0;1;1235
8;11;0;0;0.0;1;1236
8;11;0;0;0.0;1;1237
8;11;0;0;0.0;1;1238
8;11;0;0;0.0;1;1239
8;11;0;0;0.0;1;1240
8;11;0;0;0.0;1;1241
8;11;0;0;0.0;1;1242
8;11;0;0;0.0;1;1243
8;11;0;0;0.0;1;1244
8;11;0;0;0.0;1;1245
8;11;0;0;0.0;1;1246
8;11;0;0;0.0;1;1247
8;11;0;0;0.0;1;1248
8;11;0;0;0.0;1;1249
8;11;0;0;0.0;1;1250
8;11;0;0;0.0;1;1251
8;11;0;0;0.0;1;1252
8;11;0;0;0.0;1;1253
8;11;0;0;0.0;1;1254
8;11;0;0;0.0;1;1255
8;11;0;0;0.0;1;1256
8;11;0;0;0.0;1;1257
8;11;0;0;0.0;1;1258
8;11;0;0;0.0;1;1259
8;11;0;0;0.0;1;1260
8;11;0;0;0.0;1;1261
8;11;0;0;0.0;1;1262
8;11;0;0;0.0;1;1263
8;11;0;0;0.0;1;1264
8;11;0;0;0.0;1;1265
8;11;0;0;0.0;1;1266
8;11;0;0;0.0;1;1267
8;11;0;0;0.0;1;1268
8;11;0;0;0.0;1;1269
8;11;0;0;0.0;1;1270
8;11;0;0;0.0;1;1271
8;11;0;0;0.0;1;1272
8;11;0;0;0.0;1;1273
8;11;0;0;0.0;1;1274
8;11;0;0;0.0;1;1275
8;11;0;0;0.0;1;1276
8;11;0;0;0.0;1;1277
8;11;0;0;0.0;1;1278
8;11;0;0;0.0;1;1279
8;11;0;0;0.0;1;1280
8;11;0;0;0.0;1;1281
8;11;0;0;0.0;1;1282
8;11;0;0;0.0;1;1283
8;11;0;0;0.0;1;1284
8;11;0;0;0.0;1;1285
8;11;0;0;0.0;1;1286
8;11;0;0;0.0;1;1287
8;11;0;0;0.0;1;1288
8;11;0;0;0.0;1;1289
8;11;0;0;0.0;1;1290
8;11;0;0;0.0;1;1291
8;11;0;0;0.0;1;1292
8;11;0;0;0.0;1;1293
8;11;0;0;0.0;1;1294
8;11;0;0;0.0;1;1295
8;11;0;0;0.0;1;1296
8;11;0;0;0.0;1;1297
8;11;0;0;0.0;1;1298
8;11;0;0;0.0;1;1299
8;11;0;0;0.0;1;1300
8;11;0;0;0.0;1;1301
8;11;0;0;0.0;1;1302
8;11;0;0;0.0;1;1303
8;11;0;0;0.0;1;1304
8;11;0;0;0.0;1;1305
8;11;0;0;0.0;1;1306
8;11;0;0;0.0;1;1307
8;11;0;0;0.0;1;1308
8;11;0;0;0.0;1;1309
8;11;0;0;0.0;1;1310
8;11;0;0;0.0;1;1311
8;11;0;0;0.0;1;1312
8;11;0;0;0.0;1;1313
8;11;0;0;0.0;1;1314
8;11;0;0;0.0;1;1315
8;11;0;0;0.0;1;1316
8;11;0;0;0.0;1;1317
8;11;0;0;0.0;1;1318
8;11;0;0;0.0;1;1319
8;11;0;0;0.0;1;1320
8;11;0;0;0.0;1;1321
8;11;0;0;0.0;1;1322
8;11;0;0;0.0;1;1323
8;11;0;0;0.0;1;1324
8;11;0;0;0.0;1;1325
8;11;0;0;0.0;1;1326
8;11;0;0;0.0;1;1327
8;11;0;0;0.0;1;1328
8;11;0;0;0.0;1;1329
8;11;0;0;0.0;1;1330
8;11;0;0;0.0;1;1331
8;11;0;0;0.0;1;1332
8;11;0;0;0.0;1;1333
8;11;0;0;0.0;1;1334
8;11;0;0;0.0;1;1335
8;11;0;0;0.0;1;1336
8;11;0;0;0.0;1;1337
8;11;0;0;0.0;1;1338
8;11;0;0;0.0;1;1339
8;11;0;0;0.0;1;1340
8;11;0;0;0.0;1;1341
8;11;0;0;0.0;1;1342
8;11;0;0;0.0;1;1343
8;11;0;0;0.0;1;1344
8;11;0;0;0.0;1;1345
8;11;0;0;0.0;1;1346
8;11;0;0;0.0;1;1347
8;11;0;0;0.0;1;1348
8;11;0;0;0.0;1;1349
8;11;0;0;0.0;1;1350
8;11;0;0;0.0;1;1351
8;11;0;0;0.0;1;1352
8;11;0;0;0.0;1;1353
8;11;0;0;0.0;1;1354
8;11;0;0;0.0;1;1355
8;11;0;0;0.0;1;1356
8;11;0;0;0.0;1;1357
8;11;0;0;0.0;1;1358
8;11;0;0;0.0;1;1359
8;11;0;0;0.0;1;1360
8;11;0;0;0.0;1;1361
8;11;0;0;0.0;1;1362
8;11;0;0;0.0;1;1363
8;11;0;0;0.0;1;1364
8;11;0;0;0.0;1;1365
8;11;0;0;0.0;1;1366
8;11;0;0;0.0;1;1367
8;11;0;0;0.0;1;1368
8;11;0;0;0.0;1;1369
8;11;0;0;0.0;1;1370
8;11;0;0;0.0;1;1371
8;11;0;0;0.0;1;1372
8;11;0;0;0.0;1;1373
8;11;0;0;0.0;1;1374
8;11;0;0;0.0;1;1375
8;11;0;0;0.0;1;1376
8;11;0;0;0.0;1;1377
8;11;0;0;0.0;1;1378
8;11;0;0;0.0;1;1379
8;11;0;0;0.0;1;1380
8;11;0;0;0.0;1;1381
8;11;0;0;0.0;1;1382
8;11;0;0;0.0;1;1383
8;11;0;0;0.0;1;1384
8;11;0;0;0.0;1;1385
8;11;0;0;0.0;1;1386
8;11;0;0;0.0;1;1387
8;11;0;0;0.0;1;1388
8;11;0;0;0.0;1;1389
8;11;0;0;0.0;1;1390
8;11;0;0;0.0;1;1391
8;11;0;0;0.0;1;1392
8;11;0;0;0.0;1;1393
8;11;0;0;0.0;1;1394
8;11;0;0;0.0;1;1395
8;11;0;0;0.0;1;1396
8;11;0;0;0.0;1;1397
8;11;0;0;0.0;1;1398
8;11;0;0;0.0;1;1399
8;11;0;0;0.0;1;1400
8;11;0;0;0.0;1;1401
8;11;0;0;0.0;1;1402
8;11;0;0;0.0;1;1403
8;11;0;0;0.0;1;1404
8;11;0;0;0.0;1;1405
8;11;0;0;0.0;1;1406
8;11;0;0;0.0;1;1407
8;11;0;0;0.0;1;1408
8;12;0;0;0.0;1;1409
8;12;0;0;0.0;1;1410
8;12;0;0;0.0;1;1411
8;12;0;0;0.0;1;1412
8;12;0;0;0.0;1;1413
8;12;0;0;0.0;1;1414
8;12;0;0;0.0;1;1415
8;12;0;0;0.0;1;1416
8;12;0;0;0.0;1;1417
8;12;0;0;0.0;1;1418
8;12;0;0;0.0;1;1419
8;12;0;0;0.0;1;1420
8;12;0;0;0.0;1;1421
8;12;0;0;0.0;1;1422
8;12;0;0;0.0;1;1423
8;12;0;0;0.0;1;1424
8;12;0;0;0.0;1;1425
8;12;0;0;0.0;1;1426
8;12;0;0;0.0;1;1427
8;12;0;0;0.0;1;1428
8;12;0;0;0.0;1;1429
8;12;0;0;0.0;1;1430
8;12;0;0;0.0;1;1431
8;12;0;0;0.0;1;1432
8;12;0;0;0.0;1;1433
8;12;0;0;0.0;1;1434
8;12;0;0;0.0;1;1435
8;12;0;0;0.0;1;1436
8;12;0;0;0.0;1;1437
8;12;0;0;0.0;1;1438
8;12;0;0;0.0;1;1439
8;12;0;0;0.0;1;1440
8;12;0;0;0.0;1;1441
8;12;0;0;0.0;1;1442
8;12;0;0;0.0;1;1443
8;12;0;0;0.0;1;1444
8;12;0;0;0.0;1;1445
8;12;0;0;0.0;1;1446
8;12;0;0;0.0;1;1447
8;12;0;0;0.0;1;1448
8;12;0;0;0.0;1;1449
8;12;0;0;0.0;1;1450
8;12;0;0;0.0;1;1451
8;12;0;0;0.0;1;1452
8;12;0;0;0.0;1;1453
8;12;0;0;0.0;1;1454
8;12;0;0;0.0;1;1455
8;12;0;0;0.0;1;1456
8;12;0;0;0.0;1;1457
8;12;0;0;0.0;1;1458
8;12;0;0;0.0;1;1459
8;12;0;0;0.0;1;1460
8;12;0;0;0.0;1;1461
8;12;0;0;0.0;1;1462
8;12;0;0;0.0;1;1463
8;12;0;0;0.0;1;1464
8;12;0;0;0.0;1;1465
8;12;0;0;0.0;1;1466
8;12;0;0;0.0;1;1467
8;12;0;0;0.0;1;1468
8;12;0;0;0.0;1;1469
8;12;0;0;0.0;1;1470
8;12;0;0;0.0;1;1471
8;12;0;0;0.0;1;1472
8;12;0;0;0.0;1;1473
8;12;0;0;0.0;1;1474
8;12;0;0;0.0;1;1475
9;12;0;0;0.0;1;1476
9;12;0;0;0.0;1;1477
9;12;0;0;0.0;1;1478
9;12;0;0;0.0;1;1479
9;12;0;0;0.0;1;1480
9;12;0;0;0.0;1;1481
9;12;0;0;0.0;1;1482
9;12;0;0;0.0;1;1483
9;12;0;0;0.0;1;1484
9;12;0;0;0.0;1;1485
9;12;0;0;0.0;1;1486
9;12;0;0;0.0;1;1487
9;12;0;0;0.0;1;1488
9;12;0;0;0.0;1;1489
9;12;0;0;0.0;1;1490
9;12;0;0;0.0;1;1491
9;12;0;0;0.0;1;1492
9;12;0;0;0.0;1;1493
9;12;0;0;0.0;1;1494
9;12;0;0;0.0;1;1495
9;13;0;0;0.0;1;1496
9;13;0;0;0.0;1;1497
9;13;0;0;0.0;1;1498
9;13;0;0;0.0;1;1499
9;13;0;0;0.0;1;1500
9;13;0;0;0.0;1;1501
9;13;0;0;0.0;1;1502
9;13;0;0;0.0;1;1503
9;13;0;0;0.0;1;1504
9;13;0;0;0.0;1;1505
9;13;0;0;0.0;1;1506
9;13;0;0;0.0;1;1507
9;13;0;0;0.0;1;1508
9;13;0;0;0.0;1;1509
9;13;0;0;0.0;1;1510
9;13;0;0;0.0;1;1511
9;13;0;0;0.0;1;1512
9;13;0;0;0.0;1;1513
9;13;0;0;0.0;1;1514
9;13;0;0;0.0;1;1515
9;13;0;0;0.0;1;1516
9;13;0;0;0.0;1;1517
9;13;0;0;0.0;1;1518
9;13;0;0;0.0;1;1519
9;13;0;0;0.0;1;1520
9;13;0;0;0.0;1;1521
9;13;0;0;0.0;1;1522
9;13;0;0;0.0;1;1523
9;13;0;0;0.0;1;1524
9;13;0;0;0.0;1;1525
9;13;0;0;0.0;1;1526
9;13;0;0;0.0;1;1527
9;13;0;0;0.0;1;1528
9;13;0;0;0.0;1;1529
9;13;0;0;0.0;1;1530
9;13;0;0;0.0;1;1531
9;13;0;0;0.0;1;1532
9;13;0;0;0.0;1;1533
9;13;0;0;0.0;1;1534
9;13;0;0;0.0;1;1535
9;13;0;0;0.0;1;1536
9;13;0;0;0.0;1;1537
9;13;0;0;0.0;1;1538
9;13;0;0;0.0;1;1539
9;13;0;0;0.0;1;1540
10;13;0;0;0.0;1;1541
10;13;0;0;0.0;1;1542
10;13;0;0;0.0;1;1543
10;13;0;0;0.0;1;1544
10;13;0;0;0.0;1;1545
10;13;0;0;0.0;1;1546
10;13;0;0;0.0;1;1547
10;13;0;0;0.0;1;1548
10;13;0;0;0.0;1;1549
10;13;0;0;0.0;1;1550
10;13;0;0;0.0;1;1551
10;13;0;0;0.0;1;1552
10;13;0;0;0.0;1;1553
10;13;0;0;0.0;1;1554
10;13;0;0;0.0;1;1555
10;13;0;0;0.0;1;1556
10;13;0;0;0.0;1;1557
10;13;0;0;0.0;1;1558
10;13;0;0;0.0;1;1559
10;13;0;0;0.0;1;1560
10;13;0;0;0.0;1;1561
10;13;0;0;0.0;1;1562
10;13;0;0;0.0;1;1563
10;13;0;0;0.0;1;1564
10;13;0;0;0.0;1;1565
10;13;0;0;0.0;1;1566
10;13;0;0;0.0;1;1567
10;13;0;0;0.0;1;1568
10;13;0;0;0.0;1;1569
10;13;0;0;0.0;1;1570
10;13;0;0;0.0;1;1571
10;13;0;0;0.0;1;1572
10;13;0;0;0.0;1;1573
10;13;0;0;0.0;1;1574
10;13;0;0;0.0;1;1575
10;13;0;0;0.0;1;1576
10;13;0;0;0.0;1;1577
10;13;0;0;0.0;1;1578
10;13;0;0;0.0;1;1579
10;13;0;0;0.0;1;1580
10;13;0;0;0.0;1;1581
10;13;0;0;0.0;1;1582
10;13;0;0;0.0;1;1583
10;13;0;0;0.0;1;1584
10;13;0;0;0.0;1;1585
10;13;0;0;0.0;1;1586
10;13;0;0;0.0;1;1587
10;13;0;0;0.0;1;1588
10;13;0;0;0.0;1;1589
10;13;0;0;0.0;1;1590
10;13;0;0;0.0;1;1591
10;13;0;0;0.0;1;1592
10;13;0;0;0.0;1;1593
10;13;0;0;0.0;1;1594
10;13;0;0;0.0;1;1595
10;13;0;0;0.0;1;1596
10;13;0;0;0.0;1;1597
10;13;0;0;0.0;1;1598
10;13;0;0;0.0;1;1599
10;13;0;0;0.0;1;1600
10;13;0;0;0.0;1;1601
10;13;0;0;0.0;1;1602
10;13;0;0;0.0;1;1603
10;13;0;0;0.0;1;1604
10;13;0;0;0.0;1;1605
10;13;0;0;0.0;1;1606
10;13;0;0;0.0;1;1607
10;13;0;0;0.0;1;1608
10;13;0;0;0.0;1;1609
10;13;0;0;0.0;1;1610
10;13;0;0;0.0;1;1611
10;13;0;0;0.0;1;1612
10;13;0;0;0.0;1;1613
10;13;0;0;0.0;1;1614
10;13;0;0;0.0;1;1615
10;13;0;0;0.0;1;1616
10;13;0;0;0.0;1;1617
10;13;0;0;0.0;1;1618
10;13;0;0;0.0;1;1619
10;13;0;0;0.0;1;1620
10;13;0;0;0.0;1;1621
10;13;0;0;0.0;1;1622
10;13;0;0;0.0;1;1623
10;13;0;0;0.0;1;1624
10;13;0;0;0.0;1;1625
10;13;0;0;0.0;1;1626
10;13;0;0;0.0;1;1627
10;13;0;0;0.0;1;1628
10;13;0;0;0.0;1;1629
10;13;0;0;0.0;1;1630
10;13;0;0;0.0;1;1631
10;13;0;0;0.0;1;1632
10;13;0;0;0.0;1;1633
10;13;0;0;0.0;1;1634
10;13;0;0;0.0;1;1635
10;13;0;0;0.0;1;1636
10;13;0;0;0.0;1;1637
10;13;0;0;0.0;1;1638
10;13;0;0;0.0;1;1639
10;13;0;0;0.0;1;1640
10;13;0;0;0.0;1;1641
10;13;0;0;0.0;1;1642
10;13;0;0;0.0;1;1643
10;13;0;0;0.0;1;1644
10;13;0;0;0.0;1;1645
10;13;0;0;0.0;1;1646
10;13;0;0;0.0;1;1647
10;13;0;0;0.0;1;1648
10;13;0;0;0.0;1;1649
10;13;0;0;0.0;1;1650
10;13;0;0;0.0;1;1651
10;13;0;0;0.0;1;1652
10;13;0;0;0.0;1;1653
10;13;0;0;0.0;1;1654
10;13;0;0;0.0;1;1655
10;13;0;0;0.0;1;1656
10;13;0;0;0.0;1;1657
10;13;0;0;0.0;1;1658
10;13;0;0;0.0;1;1659
10;13;0;0;0.0;1;1660
10;14;0;0;0.0;1;1661
10;14;0;0;0.0;1;1662
10;14;0;0;0.0;1;1663
10;14;0;0;0.0;1;1664
10;14;0;0;0.0;1;1665
10;14;0;0;0.0;1;1666
10;14;0;0;0.0;1;1667
10;14;0;0;0.0;1;1668
10;14;0;0;0.0;1;1669
10;14;0;0;0.0;1;1670
10;14;0;0;0.0;1;1671
10;14;0;0;0.0;1;1672
10;14;0;0;0.0;1;1673
10;14;0;0;0.0;1;1674
10;14;0;0;0.0;1;1675
10;14;0;0;0.0;1;1676
10;14;0;0;0.0;1;1677
10;14;0;0;0.0;1;1678
10;14;0;0;0.0;1;1679
10;14;0;0;0.0;1;1680
10;14;0;0;0.0;1;1681
10;14;0;0;0.0;1;1682
10;14;0;0;0.0;1;1683
10;14;0;0;0.0;1;1684
10;14;0;0;0.0;1;1685
10;14;0;0;0.0;1;1686
10;14;0;0;0.0;1;1687
10;14;0;0;0.0;1;1688
10;14;0;0;0.0;1;1689
10;14;0;0;0.0;1;1690
10;14;0;0;0.0;1;1691
10;14;0;0;0.0;1;1692
10;14;0;0;0.0;1;1693
10;14;0;0;0.0;1;1694
10;14;0;0;0.0;1;1695
10;14;0;0;0.0;1;1696
10;14;0;0;0.0;1;1697
10;14;0;0;0.0;1;1698
10;14;0;0;0.0;1;1699
10;14;0;0;0.0;1;1700
10;14;0;0;0.0;1;1701
10;14;0;0;0.0;1;1702
10;14;0;0;0.0;1;1703
10;14;0;0;0.0;1;1704
10;14;0;0;0.0;1;1705
10;14;0;0;0.0;1;1706
10;14;0;0;0.0;1;1707
10;14;0;0;0.0;1;1708
10;14;0;0;0.0;1;1709
10;14;0;0;0.0;1;1710
10;14;0;0;0.0;1;1711
10;14;0;0;0.0;1;1712
10;14;0;0;0.0;1;1713
10;14;0;0;0.0;1;1714
10;14;0;0;0.0;1;1715
10;14;0;0;0.0;1;1716
10;14;0;0;0.0;1;1717
11;14;0;0;0.0;1;1718
11;14;0;0;0.0;1;1719
11;14;0;0;0.0;1;1720
11;14;0;0;0.0;1;1721
11;14;0;0;0.0;1;1722
11;14;0;0;0.0;1;1723
11;14;0;0;0.0;1;1724
11;14;0;0;0.0;1;1725
11;14;0;0;0.0;1;1726
11;14;0;0;0.0;1;1727
11;14;0;0;0.0;1;1728
11;14;0;0;0.0;1;1729
11;14;0;0;0.0;1;1730
11;14;0;0;0.0;1;1731
11;14;0;0;0.0;1;1732
11;14;0;0;0.0;1;1733
11;14;0;0;0.0;1;1734
11;14;0;0;0.0;1;1735
11;14;0;0;0.0;1;1736
11;14;0;0;0.0;1;1737
11;14;0;0;0.0;1;1738
11;14;0;0;0.0;1;1739
11;14;0;0;0.0;1;1740
11;14;0;0;0.0;1;1741
11;14;0;0;0.0;1;1742
11;14;0;0;0.0;1;1743
11;14;0;0;0.0;1;1744
11;14;0;0;0.0;1;1745
11;14;0;0;0.0;1;1746
11;14;0;0;0.0;1;1747
11;14;0;0;0.0;1;1748
11;14;0;0;0.0;1;1749
11;14;0;0;0.0;1;1750
11;14;0;0;0.0;1;1751
11;14;0;0;0.0;1;1752
11;14;0;0;0.0;1;1753
11;14;0;0;0.0;1;1754
11;14;0;0;0.0;1;1755
11;14;0;0;0.0;1;1756
11;14;0;0;0.0;1;1757
11;14;0;0;0.0;1;1758
11;14;0;0;0.0;1;1759
11;14;0;0;0.0;1;1760
11;14;0;0;0.0;1;1761
11;14;0;0;0.0;1;1762
11;14;0;0;0.0;1;1763
11;14;0;0;0.0;1;1764
11;14;0;0;0.0;1;1765
11;14;0;0;0.0;1;1766
11;14;0;0;0.0;1;1767
11;14;0;0;0.0;1;1768
11;14;0;0;0.0;1;1769
11;14;0;0;0.0;1;1770
11;15;0;0;0.0;1;1771
11;15;0;0;0.0;1;1772
11;15;0;0;0.0;1;1773
