total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;ignored;trustPhase;trustValue;noIgnored;noSuggestions;workload;timePressure;taskSeverity;taskSwitch;occupiedTime;complySpeed;performanceGap;responseTime;searchTookLong;world_nr;tick_nr
0;89;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.05645833333333334;-1;-1;1;273
0;90;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.05666666666666667;-1;-1;1;274
0;91;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.056875;-1;-1;1;275
0;92;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.05708333333333334;-1;-1;1;276
0;93;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.057291666666666664;-1;-1;1;277
0;94;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.0575;-1;-1;1;278
0;95;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.05770833333333334;-1;-1;1;279
0;96;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.057916666666666665;-1;-1;1;280
0;97;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.058125;-1;-1;1;281
0;98;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.058333333333333334;-1;-1;1;282
0;99;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.05854166666666667;-1;-1;1;283
0;100;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.058750000000000004;-1;-1;1;284
0;101;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.058958333333333335;-1;-1;1;285
0;102;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.05916666666666667;-1;-1;1;286
0;103;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.059375;-1;-1;1;287
0;104;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.059583333333333335;-1;-1;1;288
0;105;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.059791666666666674;-1;-1;1;289
0;106;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.060000000000000005;-1;-1;1;290
0;107;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.060208333333333336;-1;-1;1;291
0;108;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06041666666666667;-1;-1;1;292
0;109;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.060625000000000005;-1;-1;1;293
0;110;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.060833333333333336;-1;-1;1;294
0;111;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06104166666666667;-1;-1;1;295
0;112;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.061250000000000006;-1;-1;1;296
0;113;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06145833333333333;-1;-1;1;297
0;114;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06166666666666667;-1;-1;1;298
0;115;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.061875000000000006;-1;-1;1;299
0;116;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06208333333333334;-1;-1;1;300
0;117;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06229166666666667;-1;-1;1;301
0;118;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.0625;-1;-1;1;302
0;119;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06270833333333334;-1;-1;1;303
0;120;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06291666666666668;-1;-1;1;304
0;121;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.063125;-1;-1;1;305
0;122;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06333333333333334;-1;-1;1;306
0;123;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06354166666666666;-1;-1;1;307
0;124;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06375;-1;-1;1;308
0;125;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06395833333333334;-1;-1;1;309
0;126;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06416666666666666;-1;-1;1;310
0;127;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.064375;-1;-1;1;311
0;128;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06458333333333334;-1;-1;1;312
0;129;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06479166666666666;-1;-1;1;313
0;130;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.065;-1;-1;1;314
0;131;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06520833333333334;-1;-1;1;315
0;132;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06541666666666666;-1;-1;1;316
0;133;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.065625;-1;-1;1;317
0;134;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06583333333333334;-1;-1;1;318
0;135;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06604166666666668;-1;-1;1;319
0;136;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06625;-1;-1;1;320
0;137;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06645833333333334;-1;-1;1;321
0;138;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06666666666666667;-1;-1;1;322
0;139;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.066875;-1;-1;1;323
0;140;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06708333333333334;-1;-1;1;324
0;141;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06729166666666668;-1;-1;1;325
0;142;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06749999999999999;-1;-1;1;326
0;143;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06770833333333333;-1;-1;1;327
0;144;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06791666666666667;-1;-1;1;328
0;145;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.068125;-1;-1;1;329
0;146;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06833333333333334;-1;-1;1;330
0;147;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06854166666666667;-1;-1;1;331
0;148;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06875;-1;-1;1;332
0;149;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06895833333333333;-1;-1;1;333
0;150;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06916666666666667;-1;-1;1;334
0;151;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.069375;-1;-1;1;335
0;152;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06958333333333333;-1;-1;1;336
0;153;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.06979166666666667;-1;-1;1;337
0;154;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07;-1;-1;1;338
0;155;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07020833333333334;-1;-1;1;339
0;156;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07041666666666667;-1;-1;1;340
0;157;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.070625;-1;-1;1;341
0;158;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07083333333333333;-1;-1;1;342
0;159;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07104166666666667;-1;-1;1;343
0;160;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07125000000000001;-1;-1;1;344
0;161;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07145833333333335;-1;-1;1;345
0;162;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07166666666666667;-1;-1;1;346
0;163;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.071875;-1;-1;1;347
0;164;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07208333333333333;-1;-1;1;348
0;165;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07229166666666667;-1;-1;1;349
0;166;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07250000000000001;-1;-1;1;350
0;167;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07270833333333333;-1;-1;1;351
0;168;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07291666666666667;-1;-1;1;352
0;169;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07312500000000001;-1;-1;1;353
0;170;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07333333333333333;-1;-1;1;354
0;171;0;0;0;2;0.25;0;0;0;0;0;0;0;-1;0.07354166666666667;-1;-1;1;355
